Address   Disassembly                                                       String                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
00415AF0  push topprobe.6B0C60                                              L"Instruction"
00415B8A  push topprobe.6B1CD0                                              L"Idcode"
00415C7B  push topprobe.6B1CB0                                              L"CapturedIRsBits"
00415D6E  push topprobe.6B1CA4                                              L"Nets"
00415E72  push topprobe.6B1C98                                              L"Buses"
00415F87  push topprobe.6B1C8C                                              L"Bits"
0041602D  push topprobe.6B1C80                                              L"Cable"
00416222  push topprobe.6AD864                                              "vector<T> too long"
004163E4  push topprobe.6AF040                                              "invalid string position"
00416405  push topprobe.6AF058                                              "string too long"
00416420  push topprobe.6AF058                                              "string too long"
00416537  push topprobe.6AF058                                              "string too long"
00416551  push topprobe.6AF058                                              "string too long"
004168A9  push topprobe.6B1194                                              "list<T> too long"
00416A02  push topprobe.6AD848                                              L"TopJTAG Probe"
00416C87  push topprobe.6AD864                                              "vector<T> too long"
00416E46  push topprobe.6B1D9C                                              "SAMPLE"
00416EA8  push topprobe.6B1D94                                              "PRELOAD"
00416EDE  push topprobe.6B1D8C                                              "EXTEST"
00416F35  push topprobe.6B1D84                                              "INTEST"
00417320  push topprobe.6AD848                                              L"TopJTAG Probe"
004175BA  push topprobe.6AD864                                              "vector<T> too long"
00417949  push topprobe.6AD864                                              "vector<T> too long"
00417E3D  push topprobe.6AD864                                              "vector<T> too long"
00418AB1  push topprobe.6B1DA8                                              "Error: "
00418B81  push topprobe.6B1DB0                                              "        : "
00419568  push topprobe.6AD864                                              "vector<T> too long"
004198AC  push topprobe.6AD864                                              "vector<T> too long"
00419A17  push topprobe.6AD848                                              L"TopJTAG Probe"
00419DBB  push topprobe.6AD864                                              "vector<T> too long"
0041A373  push topprobe.6B1194                                              "list<T> too long"
0041A52B  push topprobe.6B1194                                              "list<T> too long"
0041A5D4  push topprobe.6B1194                                              "list<T> too long"
0041A60C  push topprobe.6B1194                                              "list<T> too long"
0041ACA7  push topprobe.6AD864                                              "vector<T> too long"
0041AE4D  push topprobe.6AD864                                              "vector<T> too long"
0041AEC8  push topprobe.6AD864                                              "vector<T> too long"
0041B09A  push topprobe.6AD864                                              "vector<T> too long"
0041B5DF  push topprobe.6B1970                                              L"No JTAG chain detected."
0041B68C  push topprobe.6B19A0                                              L"Failed to capture JTAG chain IR bits."
0041B6D1  push topprobe.6B2240                                              L"The detected JTAG chain does not conform to this project settings: number of detected devices is different from the project's devices count."
0041B75A  push topprobe.6B20A0                                              L"The detected JTAG chain does not conform to this project settings: the detected IR length and the IR length set by user (manually or by means of a BSDL file) are different at least for one of the devices."
0041B7BD  push topprobe.6B2048                                              L"The IR (Instruction Register) length of "
0041B7FF  push topprobe.6B1F70                                              L" device is unknown.\nPlease, specify either the BSDL file or the IR length for this or some other device(s)."
0041B989  push topprobe.6B1F34                                              L"The detected IDCODE of the "
0041B9CC  push topprobe.6B1E88                                              L" device and the IDCODE from the specified BSDL file have different version fields.\n\n"
0041B9D5  push topprobe.6B1E40                                              L"The BSDL file specified for the "
0041BA1A  push topprobe.6B1DC0                                              L" device does not conform to this device's detected IDCODE.\n\n"
0041C0A5  push topprobe.6AD864                                              "vector<T> too long"
0041C3B0  push topprobe.6B23D8                                              L"Version"
0041C46C  push topprobe.6B1C80                                              L"Cable"
0041C50D  push topprobe.6B1D6C                                              L"Components"
0041C65E  push topprobe.6B1D58                                              L"Component"
0041C6A2  push topprobe.6B23C8                                              L"-1"
0041C6BB  push topprobe.6B1D40                                              L"PosInChain"
0041C7FC  push topprobe.6B1D14                                              L"BSDL"
0041C912  push topprobe.6B1CB0                                              L"CapturedIRsBits"
0041C965  push topprobe.6B1C8C                                              L"Bits"
0041CB74  push topprobe.6B1D58                                              L"Component"
0041CBA0  push topprobe.6B23C8                                              L"-1"
0041CBB0  push topprobe.6B1D40                                              L"PosInChain"
0041CC4D  push topprobe.6B1D34                                              L"Name"
0041CCC3  push topprobe.6B1D20                                              L"BsdlFile"
0041CE57  push topprobe.6B23BC                                              L"Error"
0041CF17  push topprobe.6B2360                                              L"An error occurred while parsing a BSDL file."
0041CFA1  push topprobe.6B23C8                                              L"-1"
0041CFB1  push topprobe.6B0C60                                              L"Instruction"
0041D042  push topprobe.6B1CF0                                              L"PinMapping"
0041D124  push topprobe.6B1CE0                                              L"Package"
0041D200  push topprobe.6B23C8                                              L"-1"
0041D210  push topprobe.6B1D08                                              L"IRLen"
0041D2B6  push topprobe.6B1CD0                                              L"Idcode"
0041D3C1  push topprobe.6B1CA4                                              L"Nets"
0041D43C  push topprobe.6B1C98                                              L"Buses"
0041D8A0  push topprobe.6AF71C                                              L"Warning"
0041D8B6  push topprobe.6B23E8                                              L"Some of the bus pins cannot be put into high impedance state (as they are either linkage or buffer pins). Press OK to ignore these pins (buffer pins will retain their value) and put the rest of the bus pins into high impedance state."
0041DD8F  push topprobe.6B35CC                                              L"ID_ATMEGA_BUG_DLG"
0041DDE0  push topprobe.6B3568                                              L"Missing wxXmlResource::Get()->Load() in OnInit()?"
0041DDEF  push topprobe.6B354C                                              L"wxID_STATIC"
0041DE06  push topprobe.6B3510                                              L"ID_PRECEDING_ATMEGA_SPINCTRL"
0041DE9B  mov dword ptr ds:[eax],topprobe.6B35F4                            "`5N"
0041E0A2  push topprobe.6B3678                                              L"Number of devices preceding %s %sh:"
0041E407  push topprobe.6AD864                                              "vector<T> too long"
0041E6D6  push topprobe.6AD864                                              "vector<T> too long"
0041EC85  push topprobe.6B3D74                                              L"app_%x_signal"
0041F452  push topprobe.6B0C38                                              L" : "
0041F4D8  push topprobe.6B3DC0                                              L"SAMPLE"
0041F4DF  push topprobe.6B3DB0                                              L"BYPASS"
0041F4E6  push topprobe.6B3DA0                                              L"EXTEST"
0041F4ED  push topprobe.6B3D90                                              L"INTEST"
0041FDE9  push topprobe.6B1194                                              "list<T> too long"
00420046  push topprobe.6D2F00                                              L"panel"
0042063A  push topprobe.6B1194                                              "list<T> too long"
0042077F  push topprobe.6B1194                                              "list<T> too long"
00420ED4  push topprobe.6B1194                                              "list<T> too long"
004210A9  push topprobe.6AD864                                              "vector<T> too long"
00421175  push topprobe.6B1194                                              "list<T> too long"
004215A1  push topprobe.6B1194                                              "list<T> too long"
00421968  push topprobe.6B1820                                              L"<%d>"
004219A5  push topprobe.6B4114                                              L", "
004219CD  push topprobe.6B410C                                              L" / "
004219F8  push topprobe.6B410C                                              L" / "
00421A16  push topprobe.6B410C                                              L" / "
00421DA5  push topprobe.6B1820                                              L"<%d>"
00421DF2  push topprobe.6B4114                                              L", "
00421E1A  push topprobe.6B410C                                              L" / "
00421E45  push topprobe.6B410C                                              L" / "
00421E63  push topprobe.6B410C                                              L" / "
00422608  push topprobe.6B1820                                              L"<%d>"
00422735  push topprobe.6B4288                                              L"(%d)"
