Address   Disassembly                                                       String                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
00463B10  add byte ptr ds:[ecx+eax+184FF00],al                              "ZYbZYbZYbZYbZYbZYbZYbZYbZYbZYbZYbZYbZYbZYbZY"
00463BD7  and eax,shlwapi.754D0B00                                          "urrentProcessId"
00464FC3  mov eax,dword ptr ds:[6DF42C]                                     "\\\vn"
00465587  mov ecx,aoao watermark.46562C                                     "EDIT"
004655FF  mov eax,dword ptr ds:[6DF42C]                                     "\\\vn"
004657E3  mov eax,dword ptr ds:[6DF42C]                                     "\\\vn"
004658AE  mov eax,dword ptr ds:[6DF42C]                                     "\\\vn"
004658EA  mov eax,dword ptr ds:[6DF42C]                                     "\\\vn"
00465B62  mov ecx,aoao watermark.465C1C                                     "\r\n"
00465BB0  mov edx,aoao watermark.465C1C                                     "\r\n"
00465C93  mov eax,dword ptr ds:[6C3F00]                                     " \\F"
00465E51  mov eax,dword ptr ds:[464100]                                     "LAF"
0046647C  mov eax,dword ptr ds:[6DF42C]                                     "\\\vn"
004667BA  mov eax,dword ptr ds:[6DF42C]                                     "\\\vn"
004667E2  mov eax,dword ptr ds:[6DF42C]                                     "\\\vn"
004668D0  mov eax,dword ptr ds:[6DF42C]                                     "\\\vn"
004670EA  push aoao watermark.467101                                        "j_j"
004673BB  mov ecx,aoao watermark.467404                                     "COMBOBOX"
00467523  mov eax,dword ptr ds:[6DF42C]                                     "\\\vn"
00467E26  mov eax,dword ptr ds:[6DF42C]                                     "\\\vn"
00467E68  mov eax,dword ptr ds:[464204]                                     "PBF"
00467FA7  test edi,200000                                                   ",\v"
00468483  mov ecx,aoao watermark.4684A8                                     "BUTTON"
00468820  mov ecx,aoao watermark.468864                                     "BUTTON"
00468A5A  mov edx,dword ptr ds:[462BD4]                                     " ,F"
00468B60  mov ecx,aoao watermark.468BA0                                     "BUTTON"
00469320  mov eax,dword ptr ds:[6DF42C]                                     "\\\vn"
0046936F  mov eax,dword ptr ds:[464310]                                     "\\CF"
00469DC5  mov ecx,aoao watermark.469ED0                                     "LISTBOX"
00469E83  mov eax,dword ptr ds:[6DF42C]                                     "\\\vn"
0046A58E  mov eax,dword ptr ds:[6DF42C]                                     "\\\vn"
0046A908  mov eax,dword ptr ds:[6DF6C4]                                     "psB"
0046A93B  mov eax,dword ptr ds:[6DF2FC]                                     "xsB"
0046AF58  push aoao watermark.46AFA8                                        ": "
0046B068  mov eax,dword ptr ds:[4327EC]                                     "8(C"
0046B0A0  mov eax,aoao watermark.46B148                                     "IE(AL(\"%s\",4),\"AL(\\\"%0:s\\\",3)\",\"JK(\\\"%1:s\\\",\\\"%0:s\\\")\")"
0046B276  mov ecx,aoao watermark.46B33C                                     "JumpID(\"\",\"%s\")"
0046B573  mov edx,aoao watermark.46B5A0                                     "MS_WINHELP"
0046B5CF  mov edx,aoao watermark.46B5FC                                     "#32770"
0047008F  mov eax,aoao watermark.4700DC                                     "%s (%s)"
004703C9  mov eax,dword ptr ds:[4277E8]                                     "4xB"
004719B2  mov ecx,dword ptr ds:[6DF640]                                     "`qB"
004727F8  mov edx,aoao watermark.472814                                     "IsControl"
00474E3F  mov edx,aoao watermark.474E5C                                     "DesignSize"
0047793C  mov ecx,dword ptr ds:[6DF590]                                     "ppB"
